"국가별","항목","단위","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월","2025.01 월","2025.02 월","2025.03 월","2025.04 월","2025.05 월","2025.06 월","2025.07 월","2025.08 월","2025.09 월","2025.10 월","2025.11 월","2025.12 월","2026.01 월","2026.02 월","2026.03 월","2026.04 월","2026.05 월","2026.06 월","2026.07 월",
"아프카니스탄","수입금액[천불]","천불","178","3","70","42","6","5","6","115","23","192","97","3802","98","96","98","229","143","31","190","3","130","126","2","268","257","4","223","13","4","27","3",
"아프카니스탄","무역수지[천불]","천불","1131","2155","2950","3998","4149","1838","1887","2277","3079","3028","4461","178","2329","1437","4838","3900","3955","4886","4063","2400","3793","3408","3218","2993","3253","4162","3964","3675","3020","2307","2922",
"라트비아","수출금액[천불]","천불","4298","4588","5110","4488","5267","6007","3725","5715","5056","6757","4407","3635","4146","5051","4770","6318","4091","6552","5699","7116","4942","4627","4121","8059","4472","3371","5760","5165","4527","7445","13351",
"라트비아","수입금액[천불]","천불","6213","4031","17498","6476","8300","9097","8957","7400","7985","10339","9594","9467","9367","8700","8911","6745","9502","8754","11775","11293","9077","8628","7690","8667","7349","8174","7536","8582","9956","8333","9751",
"라트비아","무역수지[천불]","천불","-1915","557","-12388","-1989","-3033","-3089","-5232","-1685","-2929","-3582","-5187","-5832","-5221","-3649","-4141","-428","-5411","-2202","-6076","-4177","-4136","-4001","-3569","-608","-2877","-4803","-1776","-3417","-5429","-888","3600",
"쿠바","수출금액[천불]","천불","765","538","2559","247","530","8859","1319","634","1202","500","997","2027","229","232","1781","2253","866","737","1295","748","9788","666","814","1316","847","508","307","411","362","240","531",
"쿠바","수입금액[천불]","천불","1774","367","117","349","810","801","323","514","582","452","1209","610","928","225","870","193","965","939","795","533","1197","10","229","182","771","535","972","910","114","89","110",
"쿠바","무역수지[천불]","천불","-1009","172","2442","-101","-280","8058","996","120","620","48","-211","1417","-699","7","911","2060","-99","-202","500","215","8591","656","585","1134","75","-27","-665","-499","248","152","421",
"라오스","수출금액[천불]","천불","9843","6122","8392","6791","7875","8586","7971","9713","8135","8190","11926","11741","29885","10722","9894","10221","9229","8411","8013","9047","9803","8006","6578","7341","7675","6796","11432","13129","9344","9513","12203",
"라오스","수입금액[천불]","천불","12660","12156","5599","8749","6535","8217","5141","11822","5338","5960","4493","8748","25016","8336","6596","6242","7643","7500","7292","5093","4447","5830","4268","7124","5309","10158","7070","6634","10047","11314","7466",
"라오스","무역수지[천불]","천불","-2817","-6035","2793","-1958","1340","369","2829","-2109","2797","2230","7433","2993","4869","2386","3299","3979","1586","911","721","3954","5356","2176","2310","217","2366","-3363","4362","6495","-703","-1801","4737",
"불령 폴리네시아","수출금액[천불]","천불","7925","1975","8935","2016","2490","1405","1965","2353","1793","8116","1781","5872","1098","2011","2253","1351","792","11784","1794","10518","962","10595","10142","3013","10309","11541","2895","19810","1647","9927","15761",
"불령 폴리네시아","수입금액[천불]","천불","8","63","4","12","6","0","16","166","58","170","7","3","160","0","153","15","185","112","0","0","11","195","4","155","11","132","19","6","184","6","182",
"불령 폴리네시아","무역수지[천불]","천불","7918","1912","8931","2004","2484","1405","1949","2187","1736","7946","1774","5869","938","2011","2100","1337","607","11672","1794","10518","951","10400","10138","2857","10298","11409","2876","19804","1463","9921","15579",
"룩셈부르그","수출금액[천불]","천불","3281","3827","3775","3705","3890","3238","3895","3772","3055","3650","3680","3537","3798","3232","4443","4997","5249","5409","4985","4261","5519","6166","6490","7881","6372","4923","7027","5652","7775","3899","5461",
"룩셈부르그","수입금액[천불]","천불","4021","8589","4756","5722","5461","5900","8568","7867","4473","6317","6151","8860","10126","9056","10025","11484","10828","8413","9579","5501","10150","13310","20909","14856","13314","10487","13741","10802","11838","10641","12205",
"룩셈부르그","무역수지[천불]","천불","-740","-4762","-981","-2017","-1570","-2661","-4672","-4095","-1417","-2667","-2471","-5323","-6328","-5824","-5581","-6487","-5579","-3005","-4594","-1240","-4631","-7145","-14419","-6974","-6942","-5565","-6714","-5150","-4063","-6742","-6744",
"이디오피아","수출금액[천불]","천불","1602","11715","35672","22249","8280","2302","14021","8635","6094","11819","14925","10418","8577","8676","9960","13883","8330","13292","22947","14819","18267","17251","21936","19372","9606","20431","32208","15484","22407","14630","5775",
"이디오피아","수입금액[천불]","천불","6567","4917","6400","9010","6775","11065","17257","16789","9285","17237","6424","14176","7518","8811","5787","14210","12237","15083","20946","19044","24242","17525","12784","12956","11812","7918","11669","12211","13423","14715","27572",
"이디오피아","무역수지[천불]","천불","-4965","6798","29272","13238","1506","-8763","-3236","-8154","-3191","-5417","8501","-3758","1059","-135","4173","-327","-3908","-1790","2001","-4225","-5974","-274","9153","6415","-2206","12513","20539","3274","8984","-86","-21796",
"에스토니아","수출금액[천불]","천불","3835","6704","5756","8073","6711","19324","8983","10601","10142","7358","7843","5944","7673","7526","9676","10506","12515","16758","16525","9342","31419","10759","9731","15595","16885","16869","18483","18438","29702","28552","28929",
"에스토니아","수입금액[천불]","천불","6036","5550","14283","19967","9339","13495","6678","6469","5632","7711","3687","7091","7483","8931","5876","7455","7435","11733","9085","8462","9236","6904","5612","7387","8958","4308","5548","9518","5996","10426","7402",
"에스토니아","무역수지[천불]","천불","-2201","1154","-8528","-11894","-2628","5830","2305","4132","4511","-353","4156","-1147","189","-1406","3800","3051","5079","5025","7440","879","22183","3855","4119","8208","7927","12561","12935","8920","23706","18127","21528",
"트리니다드 토바고","수출금액[천불]","천불","8033","3285","9329","3497","7356","5958","5931","5894","4451","14911","6458","2963","4261","3202","4958","5218","6769","10321","6677","9923","6571","4038","4089","5432","7142","8865","3521","5959","5741","2836","5367",
"트리니다드 토바고","수입금액[천불]","천불","6768","13089","4804","22196","21243","23204","19551","17107","9640","13888","9368","8991","13540","36615","49943","33777","30320","27028","36039","57112","59455","26976","53504","47699","1362","3516","10688","64157","36284","46054","10737",
"트리니다드 토바고","무역수지[천불]","천불","1265","-9804","4525","-18699","-13887","-17246","-13619","-11213","-5188","1023","-2910","-6028","-9279","-33413","-44986","-28559","-23552","-16708","-29363","-47190","-52884","-22938","-49415","-42267","5780","5350","-7166","-58198","-30543","-43218","-5370",
"뉴 칼레도니아","수출금액[천불]","천불","1236","1026","874","1219","240","1186","1294","852","688","1070","494","818","182","603","542","974","1204","722","1857","11203","1064","972","342","1190","782","883","978","1210","9405","791","2547",
"뉴 칼레도니아","수입금액[천불]","천불","25238","19460","16353","19443","22679","4556","19213","14128","17249","19518","36675","13480","20047","4581","16743","7993","17117","35763","18213","12510","16888","26656","28100","12767","17298","4418","26482","18266","13937","16140","25527",
"뉴 칼레도니아","무역수지[천불]","천불","-24002","-18434","-15479","-18224","-22440","-3370","-17919","-13276","-16561","-18448","-36181","-12662","-19866","-3977","-16202","-7020","-15913","-35041","-16356","-1308","-15824","-25684","-27758","-11576","-16516","-3535","-25504","-17056","-4532","-15349","-22981",
"세네갈","수출금액[천불]","천불","9425","7935","8115","13555","54430","5484","14932","7037","10856","9482","9548","12205","6058","11312","6539","14933","13033","10340","7858","9096","8422","6281","10907","12802","10409","8330","15073","17826","12960","12143","16335",
"세네갈","수입금액[천불]","천불","2606","1280","3005","2819","2500","2561","2515","7547","6030","3942","2722","2108","3024","2212","3015","2090","1740","2567","5562","3165","3840","1455","1494","3572","2361","1292","1130","2683","1924","3253","2631",
"세네갈","무역수지[천불]","천불","6819","6654","5111","10736","51930","2924","12417","-510","4826","5540","6826","10097","3034","9100","3524","12843","11293","7773","2295","5931","4582","4827","9413","9230","8048","7038","13943","15143","11036","8890","13704",
"파푸아 뉴기니","수출금액[천불]","천불","4262","2632","3149","37185","3599","5613","5148","2429","9884","4768","4413","5004","6290","6203","3975","5299","3904","4126","6349","29722","33989","5943","38421","31558","7467","4359","61410","4346","3950","65184","45503",
"파푸아 뉴기니","수입금액[천불]","천불","78480","13651","40426","62961","52039","70463","60738","90617","121386","151699","82696","176485","151530","25360","38033","220951","117440","117061","177692","147167","147866","157629","62729","162033","72873","132957","37842","153987","82061","187704","118056",
"파푸아 뉴기니","무역수지[천불]","천불","-74218","-11019","-37277","-25776","-48440","-64850","-55590","-88188","-111502","-146930","-78283","-171481","-145240","-19158","-34058","-215652","-113537","-112935","-171344","-117445","-113877","-151686","-24307","-130474","-65406","-128598","23569","-149640","-78111","-122520","-72553",
"조지아","수출금액[천불]","천불","9864","13821","15269","12504","12686","13308","12040","12176","8982","12328","11055","9694","9883","13380","11170","11826","11096","11595","14223","9990","11107","9183","7337","12606","8213","11575","21247","14378","14868","13085","15296",
"조지아","수입금액[천불]","천불","2119","2190","2595","1155","2959","653","1062","1818","315","566","779","1309","615","524","1038","977","506","1012","1655","319","2096","393","2180","1110","467","2548","1336","2064","16994","7513","26102",
"조지아","무역수지[천불]","천불","7746","11631","12674","11350","9727","12655","10978","10357","8667","11763","10275","8384","9268","12856","10131","10848","10590","10583","12568","9671","9011","8790","5157","11496","7746","9027","19910","12314","-2126","5572","-10806",
"아이슬란드","수출금액[천불]","천불","2154","3517","3706","4487","741","1953","1678","1857","1952","1939","1203","3750","4080","8051","8823","4380","1158","2945","4162","9300","3598","1011","3776","6321","6731","4695","6258","14632","4072","2489","2649",
"아이슬란드","수입금액[천불]","천불","1621","2069","1226","988","1398","3490","1252","1841","1579","1843","1446","1301","832","765","1335","1277","1539","4164","2018","1644","2109","1225","3437","2007","1538","3901","3133","889","1256","2688","2187",
"아이슬란드","무역수지[천불]","천불","533","1448","2480","3499","-657","-1538","427","15","373","96","-244","2448","3248","7285","7488","3103","-381","-1219","2145","7656","1489","-213","339","4314","5193","794","3125","13742","2817","-199","462",
"세르비아","수출금액[천불]","천불","24265","16697","24560","26700","19907","18746","19400","10789","23087","11094","12404","12051","10498","18433","13051","16224","14977","11735","16703","17914","18078","11230","13983","13970","11257","15925","17644","14647","14775","20189","22315",
"세르비아","수입금액[천불]","천불","16932","30653","42815","27969","10572","12753","14007","23060","22809","20313","41966","9045","8121","9965","6512","5376","9396","10666","10043","9868","6980","12448","9749","10513","6816","14008","8171","13760","7759","10762","9410",
"세르비아","무역수지[천불]","천불","7333","-13955","-18255","-1269","9335","5993","5393","-12271","278","-9220","-29562","3006","2377","8468","6539","10848","5581","1069","6660","8046","11098","-1217","4234","3457","4441","1917","9473","887","7016","9427","12905",
"마카오","수출금액[천불]","천불","1811","897","1706","673","928","557","1092","1054","1485","786","967","1342","867","776","599","1315","1603","651","1291","1489","1685","1060","571","1459","1763","1139","2430","1769","1338","1347","1476",
"마카오","수입금액[천불]","천불","515","304","368","188","262","197","311","191","137","260","171","424","93","93","236","175","125","304","156","222","140","179","66","327","275","177","595","194","216","276","454",
"마카오","무역수지[천불]","천불","1297","594","1339","485","666","359","781","863","1348","526","796","919","774","683","363","1140","1477","347","1135","1267","1545","882","505","1132","1488","962","1835","1575","1121","1071","1022",
"지부티","수출금액[천불]","천불","1357","1473","4030","3139","3335","3752","1817","2830","2283","5522","3696","6117","8239","2347","1327","3496","12402","10374","10700","14712","20564","13494","17842","20542","33469","17460","15415","25512","22191","20247","10502",
"지부티","수입금액[천불]","천불","7","0","0","5","0","0","248","0","4","0","0","0","41","0","697","684","707","3","181","3","5","3","2","255","4","323","7","0","4","196","0",
"지부티","무역수지[천불]","천불","1350","1473","4030","3133","3335","3752","1569","2830","2279","5522","3696","6117","8198","2347","630","2813","11695","10371","10520","14709","20559","13491","17840","20286","33466","17137","15408","25512","22188","20052","10502",
"모잠비크","수출금액[천불]","천불","6310","5682","6031","6030","4055","5061","8257","6733","5895","7490","8958","7406","5667","3293","7820","11481","6877","13961","7670","10961","9307","4456","7719","15621","9832","5621","7660","16892","8239","15120","23726",
"모잠비크","수입금액[천불]","천불","242944","64365","37231","125772","39782","16617","710","36107","45257","483","46034","77841","37753","52603","186348","73646","41515","53503","293","103463","83468","657","62260","86851","41981","4233","76668","55615","994","82691","70895",
"모잠비크","무역수지[천불]","천불","-236634","-58684","-31199","-119742","-35727","-11556","7546","-29374","-39362","7006","-37076","-70434","-32086","-49310","-178528","-62164","-34638","-39542","7377","-92502","-74161","3799","-54541","-71230","-32149","1388","-69008","-38723","7245","-67571","-47169",
"지브랄타","수출금액[천불]","천불","169","33","67","5","77350","77527","768","44541","39","436","390","430","16","33","230","2","179","734","443","286","278","202","345","313","73","7","302","219","76","7","293",
"지브랄타","수입금액[천불]","천불","1","0","0","0","1","108","0","1","301","1","1","0","0","0","0","0","0","0","0","0","55","0","1","0","0","1","1","2","4","0","0",
"지브랄타","무역수지[천불]","천불","168","33","67","5","77349","77419","767","44540","-262","435","390","430","16","33","230","2","179","734","443","286","223","202","344","313","73","6","301","216","72","7","293",
"북마리아나 군도","수출금액[천불]","천불","781","1623","1374","1114","3394","850","1210","1231","1048","1642","1091","1290","1145","1057","878","5303","866","1191","812","1058","1978","748","920","1211","1163","1229","2281","1258","1015","3514","1484",
"북마리아나 군도","수입금액[천불]","천불","230","107","123","180","105","232","123","63","158","105","4","85","26","183","58","117","80","76","122","617","209","0","108","10","264","63","144","181","157","15","100",
"북마리아나 군도","무역수지[천불]","천불","550","1515","1251","934","3289","618","1087","1168","890","1537","1086","1205","1119","874","820","5186","786","1115","690","441","1769","748","813","1201","899","1166","2137","1077","858","3498","1384",
"모리셔스","수출금액[천불]","천불","3699","3136","5978","4756","4429","4383","5045","3095","5868","6849","5058","4408","3237","3485","3510","5097","3296","4803","2959","2962","3668","2849","2651","3998","2126","1618","2730","3381","4913","2508","6031",
"모리셔스","수입금액[천불]","천불","437","642","644","369","281","362","600","672","478","226","348","458","188","326","371","431","98","189","262","264","203","255","134","323","149","185","357","234","556","104","135",
"모리셔스","무역수지[천불]","천불","3262","2494","5335","4387","4148","4020","4444","2423","5390","6623","4710","3950","3049","3159","3139","4666","3198","4614","2697","2698","3465","2594","2517","3675","1977","1433","2372","3147","4357","2404","5897",
"아이티","수출금액[천불]","천불","3954","2633","1158","143","600","1377","1740","2075","1322","194","1205","1362","1273","1309","1008","1219","1465","1258","3072","2093","1965","413","864","803","1364","2040","3122","2102","962","1400","1028",
"아이티","수입금액[천불]","천불","61","60","81","92","86","87","11","27","87","28","53","632","2","36","2","6","95","147","74","19","105","146","48","76","37","167","59","67","96","80","64",
"아이티","무역수지[천불]","천불","3892","2573","1077","51","514","1290","1729","2048","1235","166","1152","730","1271","1273","1006","1214","1370","1111","2998","2074","1860","267","816","726","1327","1873","3064","2035","866","1320","964",
"팔레스타인 해방기구","수출금액[천불]","천불","1553","2295","861","1823","2190","749","418","1254","1959","2750","2564","90","918","739","1226","4331","3442","1577","505","1256","1021","2209","916","4121","1041","5655","962","4622","4012","4917","824",
"팔레스타인 해방기구","수입금액[천불]","천불","30","170","267","0","22","176","170","0","262","95","87","113","0","101","247","388","91","137","0","103","3","178","13","0","21","125","146","355","0","283","452",
"팔레스타인 해방기구","무역수지[천불]","천불","1523","2124","594","1823","2168","573","248","1254","1697","2655","2477","-23","918","637","979","3942","3351","1440","505","1153","1019","2031","902","4121","1020","5530","816","4267","4012","4633","372",
"마다카스카르","수출금액[천불]","천불","3046","2680","2783","6738","3212","1869","4853","3077","2569","3407","2872","2308","1798","2519","2488","6220","2555","1870","4529","6494","3239","2953","4319","2730","3664","2186","2917","4022","3556","3894","5450",
"마다카스카르","수입금액[천불]","천불","1448","15244","14082","5877","10840","7922","18590","10678","5277","11674","11338","8713","6259","11441","5014","8002","7860","6572","10065","1514","6651","2677","10048","10736","2421","7133","7246","6849","7243","11963","9085",
"마다카스카르","무역수지[천불]","천불","1598","-12564","-11298","861","-7628","-6053","-13736","-7601","-2708","-8267","-8466","-6405","-4462","-8922","-2526","-1782","-5305","-4702","-5536","4979","-3413","276","-5729","-8006","1242","-4947","-4329","-2827","-3688","-8069","-3635",
"베라루스","수출금액[천불]","천불","6921","6897","5451","5926","7230","10907","11100","11703","5420","8788","7835","5190","4245","6725","5429","4592","6340","7750","6888","5229","6087","5900","5424","6237","6887","8785","7633","11195","7109","9403","8799",
"베라루스","수입금액[천불]","천불","303","589","914","598","618","264","767","851","462","458","697","4612","916","1395","950","2094","2728","1593","2524","1529","1814","1842","5756","1552","2039","1392","884","1841","1790","2345","2482",
"베라루스","무역수지[천불]","천불","6618","6308","4537","5327","6612","10643","10333","10852","4958","8330","7138","578","3330","5330","4478","2497","3612","6158","4364","3701","4273","4058","-333","4685","4848","7393","6749","9354","5319","7058","6317",
"중앙아프리카공화국","수출금액[천불]","천불","1","2","9","156","73","15","282","0","1","210","0","0","20","552","0","1","248","14","1","366","41","0","116","3","0","0","0","83","0","0","0",
"중앙아프리카공화국","수입금액[천불]","천불","0","0","0","3","0","0","0","0","15","2","1","0","28","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","64","0",
"중앙아프리카공화국","무역수지[천불]","천불","1","2","9","153","73","15","282","0","-14","208","-1","0","-8","552","0","1","247","14","1","366","41","0","116","3","0","0","0","83","0","-64","0",
"모나코","수출금액[천불]","천불","0","0","16","1","1","0","0","23","56","6","1","13","21","4","42","0","167","58","106","5","529","2","387","57","5","14","1040","43","1","46","194",
"모나코","수입금액[천불]","천불","273","213","431","264","150","199","542","268","229","255","110","887","215","362","446","51","295","195","317","498","285","260","173","486","43","445","730","208","606","630","806",
"모나코","무역수지[천불]","천불","-273","-213","-416","-264","-149","-199","-542","-244","-173","-249","-110","-874","-194","-358","-404","-51","-128","-137","-212","-493","244","-259","214","-429","-38","-432","310","-166","-605","-584","-612",
"볼리비아","수출금액[천불]","천불","3421","1890","1442","2939","2165","3937","2438","1924","1364","1887","2210","3536","2490","2920","2070","3878","3242","2241","2601","2129","3622","1677","2611","2952","2645","2616","7340","3826","2860","2579","3109",
"볼리비아","수입금액[천불]","천불","41139","61325","63052","14585","56127","49694","59632","20514","15952","94326","24023","91912","71834","99187","7083","61297","70365","29288","37667","88462","23745","19178","51567","15567","174644","1436","21140","48899","141929","25829","227879",
"볼리비아","무역수지[천불]","천불","-37718","-59435","-61611","-11646","-53962","-45757","-57194","-18590","-14588","-92439","-21814","-88376","-69344","-96267","-5013","-57420","-67123","-27046","-35065","-86333","-20123","-17501","-48956","-12615","-171999","1180","-13799","-45072","-139069","-23250","-224770",
"베닝","수출금액[천불]","천불","859","1102","1171","1747","2494","1027","2450","2590","1922","1320","4028","1608","1573","3765","2240","2865","3568","4612","4535","4369","3803","3851","2571","7156","4639","4541","3184","3117","3588","2304","3079",
"베닝","수입금액[천불]","천불","0","0","277","0","0","30","38","0","159","37","77","37","37","0","0","0","0","9","0","0","0","0","0","0","0","0","3","0","0","5","0",
"베닝","무역수지[천불]","천불","859","1102","895","1747","2494","997","2412","2590","1763","1283","3951","1571","1536","3765","2240","2865","3568","4603","4535","4369","3803","3851","2571","7156","4639","4541","3181","3117","3588","2299","3079",
"기니","수출금액[천불]","천불","1720","2482","1113","1668","1303","852","1341","2235","1423","2256","2003","866","2955","1452","4046","3532","13176","6521","7360","2458","2701","1769","3088","1780","2367","2430","4453","2439","3255","4048","3467",
"기니","수입금액[천불]","천불","2987","3760","7445","2809","3845","3112","2352","2934","1585","1186","791","2167","3972","4229","2786","2936","1688","2491","1235","1441","2477","702","22","812","4460","763","4723","3278","1781","1354","3121",
"기니","무역수지[천불]","천불","-1267","-1277","-6332","-1140","-2542","-2260","-1011","-699","-162","1070","1212","-1302","-1017","-2777","1260","596","11489","4030","6124","1017","225","1067","3067","968","-2093","1667","-270","-839","1473","2694","346",
"카메룬","수출금액[천불]","천불","3934","3356","2674","3199","2385","1429","3452","2334","2421","2419","2132","3766","1651","2352","2238","1538","712","1645","1913","1707","1929","1792","2714","1428","1524","2070","2641","1981","2048","1433","4596",
"카메룬","수입금액[천불]","천불","301","360","310","26451","32371","1530","2857","39518","538","53862","4586","2227","481","3491","108","3","124","35962","2246","589","2069","124","131","134","2","653","14","194","165","120","13",
"카메룬","무역수지[천불]","천불","3633","2996","2364","-23252","-29985","-100","595","-37184","1882","-51443","-2454","1539","1170","-1139","2129","1535","588","-34317","-333","1118","-139","1668","2582","1294","1523","1417","2627","1787","1884","1313","4582",
"바누아투","수출금액[천불]","천불","978","444","2003","648","858","821","979","616","401","1812","397","997","649","536","652","1082","622","471","1099","885","584","698","365","877","546","802","773","1100","442","2604","880",
"바누아투","수입금액[천불]","천불","261","12","422","549","1107","622","471","122","703","712","721","195","625","1209","1695","537","3556","3064","3444","3045","4438","2627","7037","2271","1819","1650","856","1427","2730","5778","1179",
"바누아투","무역수지[천불]","천불","717","432","1580","99","-249","198","508","495","-302","1100","-325","802","24","-673","-1043","544","-2933","-2594","-2346","-2160","-3854","-1929","-6672","-1394","-1274","-848","-83","-326","-2288","-3174","-300",
"네팔","수출금액[천불]","천불","2961","14856","3180","2274","1234","2248","2429","1642","3360","2405","1362","8160","1974","2325","3074","2282","2996","3583","2789","3051","3073","2838","1705","2839","2922","2396","3299","3122","1764","3655","3110",
"네팔","수입금액[천불]","천불","501","580","587","479","399","786","664","398","491","673","470","670","564","731","812","404","612","583","724","633","705","353","526","737","496","523","631","497","443","797","679",
"네팔","무역수지[천불]","천불","2460","14276","2593","1795","835","1462","1765","1244","2869","1732","892","7490","1410","1594","2262","1878","2384","3000","2065","2418","2367","2485","1179","2102","2426","1873","2668","2625","1321","2857","2431",
"불령 리유니온 코모도 제도","수출금액[천불]","천불","2068","1985","2856","791","2865","2486","4785","1922","1385","1837","2804","1773","2510","1863","2051","2468","3434","1456","1700","1925","4015","1677","2242","1852","6048","1223","3340","2540","1477","1561","4817",
"불령 리유니온 코모도 제도","수입금액[천불]","천불","0","0","0","1","3","7","1","0","0","1","0","156","0","18","0","0","0","2","0","0","0","118","0","2","0","0","2","0","1","1","0",
"불령 리유니온 코모도 제도","무역수지[천불]","천불","2068","1984","2855","790","2863","2479","4783","1922","1385","1836","2804","1618","2510","1845","2051","2468","3434","1454","1700","1925","4015","1560","2242","1850","6048","1223","3337","2540","1477","1559","4817",
"타지크","수출금액[천불]","천불","7341","13926","12036","12690","9993","11774","16734","19511","21216","24553","20278","18854","15873","26321","19602","22177","19845","21992","31166","29407","47593","48951","46030","24681","23901","20179","22025","28500","25891","29789","31561",
"타지크","수입금액[천불]","천불","2","1","2000","1894","2103","1","2","0","5","4","0","0","0","8","0","5","56","0","3","6","0","0","3","3","3080","15","0","1","0","0","0",
"타지크","무역수지[천불]","천불","7339","13925","10036","10796","7891","11773","16733","19511","21211","24549","20278","18854","15873","26313","19602","22172","19789","21992","31163","29401","47593","48951","46026","24678","20821","20164","22025","28500","25891","29789","31561",
"자마이카","수출금액[천불]","천불","3334","4804","2567","3158","3226","2769","3573","7726","2250","2322","2460","2585","2841","3055","3381","2311","2348","3337","3718","2608","2216","2012","1233","2158","1243","680","1709","2202","2118","1673","2105",
"자마이카","수입금액[천불]","천불","7","1","121","32","172","124","103","0","2","1","39803","1","77","448","238","117","1047","1042","1370","549","523","724","883","23","1959","1615","3","1023","986","660","580",
"자마이카","무역수지[천불]","천불","3328","4803","2446","3126","3053","2645","3470","7726","2248","2321","-37343","2585","2764","2607","3143","2194","1301","2295","2347","2059","1694","1289","350","2135","-716","-935","1706","1179","1132","1013","1525",
"아루바","수출금액[천불]","천불","2227","2280","3354","2053","3340","3444","3199","2763","4305","3768","4421","2305","2027","2554","1577","1514","1571","2356","2427","1673","1730","966","1989","1306","501","1533","1460","1894","1940","4498","1563",
"아루바","수입금액[천불]","천불","0","19","6","0","12","190","0","20","8","0","6","6","0","24","0","0","12","12","4","182","0","0","0","0","0","199","0","9","0","0","0",
"아루바","무역수지[천불]","천불","2227","2261","3348","2053","3328","3255","3199","2743","4298","3768","4415","2299","2027","2530","1577","1514","1558","2344","2423","1491","1730","966","1989","1306","501","1334","1460","1885","1939","4498","1563",
"가이아나","수출금액[천불]","천불","2054","2397","3708","1889","3332","4206","3819","3536","2962","3625","2160","2682","4547","1916","3422","3708","3511","3700","4109","3193","4202","2138","3988","4595","3786","3370","4191","4114","5715","3051","3726",
"가이아나","수입금액[천불]","천불","0","4","43","0","0","388","0","0","0","0","43","0","49","138","147","47","2","7","533","152","149","11","64","20542","166","259","841","693","46","2","744",
"가이아나","무역수지[천불]","천불","2054","2393","3665","1889","3332","3819","3819","3536","2962","3625","2117","2682","4499","1778","3276","3661","3509","3693","3576","3041","4053","2127","3924","-15946","3620","3111","3350","3420","5669","3048","2982",
"콩고민주공화국","수출금액[천불]","천불","3549","3843","4071","4887","2205","6386","1236","5324","1974","2019","4262","2208","1037","779","2760","855","1705","3774","2401","4026","1165","2856","1272","4720","1582","1317","2139","1674","2270","5662","4589",
"콩고민주공화국","수입금액[천불]","천불","64553","41603","56981","97795","86167","91141","147345","79806","61384","97679","55780","85738","87134","72143","165791","111812","112578","154359","130943","137861","147168","178652","119048","124585","160753","110134","205391","322487","324566","303905","173730",
"콩고민주공화국","무역수지[천불]","천불","-61004","-37760","-52910","-92908","-83963","-84755","-146109","-74482","-59410","-95661","-51519","-83529","-86097","-71364","-163031","-110958","-110874","-150585","-128542","-133835","-146003","-175797","-117776","-119865","-159171","-108817","-203253","-320813","-322296","-298243","-169141",
"말리","수출금액[천불]","천불","930","39","86","1001","647","128","878","922","33","2795","107","375","1047","76","917","1015","55","850","1269","599","354","58","2869","43","165","204","392","682","2140","833","417",
"말리","수입금액[천불]","천불","7","0","5","4746","0","0","8","126","106","0","4","9","104","1","0","126","127","0","123","332","269","573","0","0","6","0","1","0","444","52","4",
"말리","무역수지[천불]","천불","923","39","81","-3744","647","128","870","796","-72","2795","103","365","943","75","917","889","-72","850","1145","267","85","-514","2869","43","159","204","391","682","1696","780","413",
"짐바브웨","수출금액[천불]","천불","4311","2361","1460","1785","1653","1973","3201","1731","2721","2221","2385","2701","1056","1469","2276","2540","2283","1996","2049","2640","2601","2560","2217","4143","3756","4756","4204","2586","4166","4100","2827",
"짐바브웨","수입금액[천불]","천불","8559","347","2251","2955","677","675","1153","973","626","1256","734","57","673","3966","4512","3611","652","137","1916","1485","306","195","822","1022","1334","716","2483","492","2159","294","1160",
"짐바브웨","무역수지[천불]","천불","-4248","2014","-792","-1170","976","1298","2048","758","2094","965","1650","2644","383","-2496","-2236","-1071","1630","1858","132","1155","2295","2365","1395","3120","2421","4040","1721","2094","2007","3806","1668",
"안티가 바부다","수출금액[천불]","천불","643","557","389","800","105","426","1043","247","217","45","585","1035","275","513","492","556","102","567","23","19","13","222","83","1","23","47","53","133","578","71","276",
"안티가 바부다","수입금액[천불]","천불","202","11","0","0","11","0","218","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","1","0","0","1","0","0","0","1",
"안티가 바부다","무역수지[천불]","천불","442","546","389","800","95","426","826","247","217","45","585","1035","275","513","492","556","58","567","23","19","13","222","83","0","23","47","52","133","578","71","274",
"스와질랜드","수출금액[천불]","천불","125","240","420","2435","175","150","121","535","18","23","216","50","151","78","118","51","159","65","179","182","104","154","116","339","15","5","18","69","102","4","72",
"스와질랜드","수입금액[천불]","천불","11","163","44","78","6","7","21","6","34","45","51","41","52","29","61","190","3193","74","72","64","80","7","23","38","92","17","92","5","5","10","31",
"스와질랜드","무역수지[천불]","천불","114","77","377","2357","170","143","100","529","-16","-21","165","9","99","49","56","-139","-3033","-9","107","118","24","146","94","301","-78","-12","-74","64","97","-6","41",
"마이크로네시아","수출금액[천불]","천불","577","592","353","669","519","409","526","256","392","440","411","499","705","576","217","527","810","499","607","168","700","546","676","1188","393","669","642","903","409","715","635",
"마이크로네시아","수입금액[천불]","천불","2469","0","1","0","27","6","2","5","2","1","3","1","29","19","285","17","74","289","134","26","36","23","53","3","29","2","27","0","55","14","117",
