"국가별","항목","단위","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월","2025.01 월","2025.02 월","2025.03 월","2025.04 월","2025.05 월","2025.06 월","2025.07 월","2025.08 월","2025.09 월","2025.10 월","2025.11 월","2025.12 월","2026.01 월","2026.02 월","2026.03 월","2026.04 월","2026.05 월","2026.06 월","2026.07 월",
"가나","수출금액[천불]","천불","15413","17445","12351","16306","13404","13143","12673","13755","13132","18882","18999","23582","17113","30086","23199","28315","13751","17430","24078","19808","31014","21044","17147","31124","20492","23267","20311","24274","22868","33533","32236",
"가나","수입금액[천불]","천불","864","1691","2894","3459","5249","3075","5032","11206","4043","5324","5967","6676","6487","14214","10004","17837","10619","11894","11402","5119","4015","5195","3959","3882","4658","4541","7570","4330","11078","6902","3423",
"가나","무역수지[천불]","천불","14548","15754","9457","12846","8154","10067","7641","2549","9089","13558","13032","16906","10626","15873","13195","10478","3132","5535","12675","14689","26999","15849","13188","27242","15834","18726","12740","19944","11790","26631","28813",
"도미니카 공화국","수출금액[천불]","천불","30232","26411","29968","36357","25774","23334","24929","25978","26576","25654","19652","30213","18160","16311","20637","34416","16359","23798","20555","17003","23416","15168","20734","23417","18413","17673","26669","27693","23074","23656","24737",
"도미니카 공화국","수입금액[천불]","천불","12811","6844","6693","8382","6777","10521","7380","9375","7162","6046","8460","7256","8737","5307","7999","7241","8425","8314","11859","6376","7293","5356","4723","9099","5348","8085","10822","7596","9616","9806","8572",
"도미니카 공화국","무역수지[천불]","천불","17421","19567","23276","27975","18997","12812","17549","16602","19414","19609","11193","22957","9423","11005","12638","27176","7934","15483","8696","10627","16123","9812","16010","14318","13065","9588","15847","20096","13458","13850","16166",
"케냐","수출금액[천불]","천불","24247","13933","13616","19859","15360","11714","9059","15731","12146","9791","9579","18107","10638","23598","15065","15350","21977","11602","20562","13043","16799","10617","9117","16370","12518","15480","16167","17422","19273","16555","19814",
"케냐","수입금액[천불]","천불","1549","2480","2613","3822","4460","1804","6045","2701","4225","2495","4449","3263","3423","3075","5097","5207","4333","3936","3617","2708","3067","1701","2341","2715","1010","1055","3004","3458","2285","4105","1980",
"케냐","무역수지[천불]","천불","22698","11454","11003","16037","10900","9910","3014","13030","7921","7296","5130","14844","7216","20523","9968","10144","17644","7665","16945","10335","13732","8916","6776","13655","11508","14425","13163","13964","16988","12450","17834",
"괌","수출금액[천불]","천불","12855","21869","15944","47506","7373","39956","15627","33972","5364","34063","18115","8486","43488","7383","33005","95760","13076","70959","14470","11480","33522","32893","38865","64292","33847","72085","54605","115903","97984","110566","121952",
"괌","수입금액[천불]","천불","574","521","594","507","623","479","601","492","589","597","686","390","480","721","609","643","363","561","419","1162","552","602","580","723","262","416","276","878","325","1136","428",
"괌","무역수지[천불]","천불","12280","21348","15350","46998","6750","39477","15026","33480","4775","33465","17430","8095","43009","6662","32396","95117","12713","70398","14051","10317","32969","32291","38285","63569","33585","71669","54329","115025","97659","109430","121524",
"리투아니아","수출금액[천불]","천불","55732","33810","37877","34296","45486","32325","65160","27594","52319","38916","31378","55733","29687","39425","30300","39619","31587","23644","49205","16629","34789","36121","20639","33287","30471","31006","39193","48201","38256","35435","31451",
"리투아니아","수입금액[천불]","천불","6180","5775","9580","8079","7763","11896","9307","9501","14353","12427","7297","13077","6615","7665","11851","8046","7976","13033","11640","14174","11126","8337","8262","11642","9209","5530","13010","8402","7862","9137","15834",
"리투아니아","무역수지[천불]","천불","49552","28035","28296","26217","37723","20429","55853","18093","37966","26489","24081","42656","23072","31761","18449","31573","23611","10611","37565","2455","23663","27784","12377","21645","21262","25477","26183","39799","30394","26298","15617",
"튀니지","수출금액[천불]","천불","8441","8140","10915","7347","17753","21765","8860","5991","9240","12525","9471","18519","9342","15960","10080","10530","16087","16929","25797","14608","16761","18224","18894","11769","15657","13947","12950","13436","15573","17642","13441",
"튀니지","수입금액[천불]","천불","11172","8902","11303","10203","7329","8997","10773","11213","10637","10769","9740","9946","7355","8729","9004","8409","6547","6599","8777","7705","11432","10228","21803","23501","22429","9945","13160","8822","7136","10843","9215",
"튀니지","무역수지[천불]","천불","-2731","-761","-388","-2856","10424","12769","-1914","-5222","-1397","1756","-269","8573","1987","7232","1076","2120","9540","10330","17020","6903","5329","7996","-2909","-11733","-6771","4002","-210","4614","8437","6800","4226",
"수단","수출금액[천불]","천불","3888","556","1593","2908","8822","1057","1642","2936","6320","6042","9791","2808","5434","2697","3616","4031","7772","9826","6203","7444","8592","3073","6286","6183","12399","3095","2581","6673","4712","5600","7465",
"수단","수입금액[천불]","천불","470","515","631","737","0","219","89","0","92","231","0","0","0","0","0","0","0","114","36","110","0","0","1","0","0","0","0","0","114","0","0",
"수단","무역수지[천불]","천불","3419","42","963","2171","8822","838","1553","2936","6228","5811","9791","2808","5434","2697","3616","4031","7772","9712","6167","7334","8592","3073","6285","6183","12399","3095","2581","6673","4598","5600","7465",
"크로아티아","수출금액[천불]","천불","6708","6065","7882","5458","5431","7974","8822","6595","6346","7930","8845","12097","8313","9280","10476","10500","13737","16629","12956","13725","11495","5324","5823","11087","8456","7530","7935","9895","18365","25260","13234",
"크로아티아","수입금액[천불]","천불","5360","5564","2203","2188","2044","2337","1981","2237","5666","1889","1193","3953","1496","1264","906","2062","1573","1312","1349","1847","2659","1472","2348","2040","2110","2701","1534","3066","3442","4077","1487",
"크로아티아","무역수지[천불]","천불","1348","501","5678","3269","3388","5637","6841","4359","680","6041","7651","8144","6817","8016","9570","8438","12164","15317","11607","11878","8836","3852","3474","9047","6346","4828","6401","6829","14923","21183","11747",
"콩고","수출금액[천불]","천불","1967","1459","1824","1529","1309","880","2007","1677","1582","1268","1393","2948","3367","5543","867","1129","4200","1384","1077","10242","2384","1850","810","7119","1959","5071","1759","1666","1963","2340","5949",
"콩고","수입금액[천불]","천불","94","27","22","303","13","441","214","238","115","104","170","2","614","301","646","25","375","340","290","41577","611","1078","0","313","349","230","131","0","730","9","411",
"콩고","무역수지[천불]","천불","1873","1432","1802","1226","1296","439","1793","1439","1467","1164","1223","2945","2754","5242","221","1104","3825","1044","788","-31335","1774","771","810","6805","1610","4841","1628","1666","1232","2331","5538",
"니카라과","수출금액[천불]","천불","6856","4295","6648","6960","6467","8299","9750","7829","7216","9138","6478","7224","4109","5029","5119","6954","5826","7749","9623","15148","6520","4761","5804","4114","3617","2250","6503","8048","2594","7571","6559",
"니카라과","수입금액[천불]","천불","868","1021","1176","9597","18020","15486","1324","1813","1258","2766","1459","1393","1231","6028","31663","3373","20053","7237","12159","1097","1203","2346","1056","1685","1255","1864","1822","15535","6755","1693","997",
"니카라과","무역수지[천불]","천불","5987","3274","5472","-2638","-11553","-7188","8426","6016","5958","6371","5019","5831","2878","-999","-26543","3581","-14227","513","-2535","14052","5316","2414","4748","2430","2362","386","4680","-7487","-4161","5878","5561",
"불가리아","수출금액[천불]","천불","18486","14385","25313","45956","19304","15040","16844","12968","14163","20882","16465","17385","12898","14142","16349","17985","20557","21567","22720","20367","20209","18681","18622","23091","22253","16115","21089","29505","24153","24759","22882",
"불가리아","수입금액[천불]","천불","18713","27014","18625","18526","22906","21125","21358","26781","32065","17636","15517","14181","25741","9640","20474","16256","18632","15245","9789","38825","41580","33928","30235","31290","22094","17693","22676","9634","41306","15222","33911",
"불가리아","무역수지[천불]","천불","-227","-12629","6688","27430","-3601","-6086","-4514","-13813","-17901","3246","948","3204","-12843","4502","-4125","1729","1925","6322","12931","-18459","-21371","-15247","-11613","-8199","159","-1577","-1588","19871","-17153","9537","-11029",
"예맨","수출금액[천불]","천불","1766","2675","5374","6367","10074","4027","4017","5268","10971","4416","3814","5748","3125","5210","4892","3740","3572","4997","3344","2799","14947","4152","7360","6221","3246","2909","2049","4250","7984","4535","3506",
"예맨","수입금액[천불]","천불","1982","4157","1678","2008","6270","3013","3516","3524","5075","2936","765","2078","6429","8810","2193","2907","2109","675","475","1170","330","299","2703","1733","1666","2530","3037","1677","67","614","627",
"예맨","무역수지[천불]","천불","-215","-1483","3696","4359","3805","1014","501","1744","5896","1480","3050","3670","-3304","-3600","2700","833","1464","4322","2868","1628","14618","3854","4657","4487","1580","379","-988","2573","7917","3921","2879",
"온두라스","수출금액[천불]","천불","20446","14695","28126","15471","14166","15649","12062","13126","13934","12609","12311","13103","11512","9707","9482","13689","11789","12219","13269","12396","12877","10977","13765","13676","16771","11196","16491","13489","11139","14723","13946",
